admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,Shape_Length,Shape_Area
Na Kham,TH411113,Ban Dung,TH4111,Udon Thani,TH41,Thailand,TH,0.525344,0.005299
Na Kham,TH470811,Wanon Niwat,TH4708,Sakon Nakhon,TH47,Thailand,TH,0.520671,0.005331
Na Kham,TH480807,Si Songkhram,TH4808,Nakhon Phanom,TH48,Thailand,TH,0.595746,0.009791
Na Kham Hai,TH390113,Mueang Nong Bua Lam Phu,TH3901,Nong Bua Lam Phu,TH39,Thailand,TH,0.582021,0.007992
Na Kham Yai,TH340408,Khueang Nai,TH3404,Ubon Ratchathani,TH34,Thailand,TH,0.366958,0.004408
Na Khamin,TH481003,Phon Sawan,TH4810,Nakhon Phanom,TH48,Thailand,TH,0.533794,0.007964
Na Khao,TH810205,Khao Phanom,TH8102,Krabi,TH81,Thailand,TH,0.684365,0.013841
Na Khao Sia,TH920806,Na Yong,TH9208,Trang,TH92,Thailand,TH,0.318226,0.002413
Na Khayat,TH930504,Khuan Khanun,TH9305,Phatthalung,TH93,Thailand,TH,0.271033,0.00339
Na Khe,TH480409,Ban Phaeng,TH4804,Nakhon Phanom,TH48,Thailand,TH,0.302396,0.001531
Na Khian,TH800115,Mueang Nakhon Si Thammarat,TH8001,Nakhon Si Thammarat,TH80,Thailand,TH,0.202957,0.001365
Na Khliang,TH800415,Chawang,TH8004,Nakhon Si Thammarat,TH80,Thailand,TH,0.265043,0.00168
Na Kho Ruea,TH501606,Hot,TH5016,Chiang Mai,TH50,Thailand,TH,0.872111,0.025154
Na Khok,TH740107,Mueang Samut Sakhon,TH7401,Samut Sakhon,TH74,Thailand,TH,0.283376,0.003517
Na Khok,TH140815,Phak Hai,TH1408,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.133623,0.000724
Na Khom,TH600907,Phaisali,TH6009,Nakhon Sawan,TH60,Thailand,TH,0.434977,0.007916
Na Khrua,TH521002,Mae Tha,TH5210,Lampang,TH52,Thailand,TH,0.327135,0.003784
Na Khu,TH140808,Phak Hai,TH1408,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.217972,0.002087
Na Khu,TH461601,Na Khu,TH4616,Kalasin,TH46,Thailand,TH,0.470088,0.004242
Na Khu,TH480704,Na Kae,TH4807,Nakhon Phanom,TH48,Thailand,TH,0.291864,0.002753
Na Khum,TH530603,Ban Khok,TH5306,Uttaradit,TH53,Thailand,TH,0.747833,0.01522
Na Khun Krai,TH640606,Si Samrong,TH6406,Sukhothai,TH64,Thailand,TH,0.949887,0.016432
Na Khun Yai,TH480904,Na Wa,TH4809,Nakhon Phanom,TH48,Thailand,TH,0.256824,0.001234
Na Kian,TH501806,Omkoi,TH5018,Chiang Mai,TH50,Thailand,TH,1.221961,0.037033
Na Klang,TH301809,Sung Noen,TH3018,Nakhon Ratchasima,TH30,Thailand,TH,0.39703,0.004882
Na Klang,TH390201,Na Klang,TH3902,Nong Bua Lam Phu,TH39,Thailand,TH,0.407482,0.004218
Na Klang,TH600205,Krok Phra,TH6002,Nakhon Sawan,TH60,Thailand,TH,0.310557,0.004362
Na Kluea,TH110501,Phra Samut Chedi,TH1105,Samut Prakan,TH11,Thailand,TH,0.368746,0.003536
Na Kluea,TH200408,Bang Lamung,TH2004,Chon Buri,TH20,Thailand,TH,0.568838,0.002592
Na Kluea,TH920212,Kantang,TH9202,Trang,TH92,Thailand,TH,0.333901,0.003922
Na Ko,TH670408,Lom Kao,TH6704,Phetchabun,TH67,Thailand,TH,0.237411,0.001934
Na Ko,TH460510,Kuchinarai,TH4605,Kalasin,TH46,Thailand,TH,0.305946,0.004209
Na Kok,TH390405,Si Bun Rueang,TH3904,Nong Bua Lam Phu,TH39,Thailand,TH,0.692554,0.008309
Na Kok,TH490202,Nikhom Kham Soi,TH4902,Mukdahan,TH49,Thailand,TH,0.463749,0.004362
Na Krasaeng,TH340717,Det Udom,TH3407,Ubon Ratchathani,TH34,Thailand,TH,0.488252,0.007358
Na Kratam,TH860204,Tha Sae,TH8602,Chumphon,TH86,Thailand,TH,0.509735,0.004189
Na Kwang,TH410120,Mueang Udon Thani,TH4101,Udon Thani,TH41,Thailand,TH,0.387104,0.003836
Na Lao,TH390601,Na Wang,TH3906,Nong Bua Lam Phu,TH39,Thailand,TH,0.635089,0.005246
Na Liang,TH480709,Na Kae,TH4807,Nakhon Phanom,TH48,Thailand,TH,0.398469,0.003319
Na Loen,TH340210,Si Mueang Mai,TH3402,Ubon Ratchathani,TH34,Thailand,TH,0.672033,0.008702
Na Loeng,TH341413,Muang Sam Sip,TH3414,Ubon Ratchathani,TH34,Thailand,TH,0.321243,0.004296
Na Loeng,TH451012,Selaphum,TH4510,Roi Et,TH45,Thailand,TH,0.362192,0.002404
Na Luang Sen,TH800906,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.423388,0.006916
Na Lueang,TH550705,Wiang Sa,TH5507,Nan,TH55,Thailand,TH,0.457382,0.002289
Na Mafueang,TH390107,Mueang Nong Bua Lam Phu,TH3901,Nong Bua Lam Phu,TH39,Thailand,TH,0.454291,0.007707
Na Mai,TH411108,Ban Dung,TH4111,Udon Thani,TH41,Thailand,TH,0.704002,0.009763
Na Mai,TH130507,Lat Lum Kaeo,TH1305,Pathum Thani,TH13,Thailand,TH,0.289769,0.00322
Na Mai,TH140405,Bang Sai,TH1404,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.073546,0.000251
Na Mai Phai,TH800905,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.426838,0.006857
Na Makhuea,TH460903,Sahatsakhan,TH4609,Kalasin,TH46,Thailand,TH,0.465122,0.006264
Na Makhuea,TH480207,Pla Pak,TH4802,Nakhon Phanom,TH48,Thailand,TH,0.486224,0.004434
Na Mala,TH420604,Na Haeo,TH4206,Loei,TH42,Thailand,TH,0.663149,0.014937
Na Matum,TH200622,Phanat Nikhom,TH2006,Chon Buri,TH20,Thailand,TH,0.15849,0.000635
Na Mo Bun,TH801905,Chulabhorn,TH8019,Nakhon Si Thammarat,TH80,Thailand,TH,0.491668,0.005749
Na Mo Ma,TH370111,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.344853,0.003656
Na Mo Si,TH900403,Na Thawi,TH9004,Songkhla,TH90,Thailand,TH,0.171697,0.001047
Na Mom,TH901201,Na Mom,TH9012,Songkhla,TH90,Thailand,TH,0.294173,0.001924
Na Mon,TH460201,Na Mon,TH4602,Kalasin,TH46,Thailand,TH,0.359737,0.005536
Na Mong,TH470303,Kut Bak,TH4703,Sakon Nakhon,TH47,Thailand,TH,0.628675,0.015552
Na Muang,TH412501,Prachaksinlapakhom,TH4125,Udon Thani,TH41,Thailand,TH,0.440657,0.005864
Na Mueang,TH451005,Selaphum,TH4510,Roi Et,TH45,Thailand,TH,0.282277,0.004674
Na Mueang,TH240101,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.260409,0.001073
Na Mueang,TH250101,Mueang Prachin Buri,TH2501,Prachin Buri,TH25,Thailand,TH,0.148615,0.000733
Na Mueang,TH700101,Mueang Ratchaburi,TH7001,Ratchaburi,TH70,Thailand,TH,0.185485,0.000994
Na Mueang,TH840404,Ko Samui,TH8404,Surat Thani,TH84,Thailand,TH,0.283454,0.003202
Na Mueang Phet,TH920505,Sikao,TH9205,Trang,TH92,Thailand,TH,0.484897,0.005159
Na Muen Si,TH920805,Na Yong,TH9208,Trang,TH92,Thailand,TH,0.241909,0.002424
Na Nai,TH470407,Phanna Nikhom,TH4704,Sakon Nakhon,TH47,Thailand,TH,0.62723,0.011381
Na Nai,TH481007,Phon Sawan,TH4810,Nakhon Phanom,TH48,Thailand,TH,0.419649,0.004235
Na Nak,TH960207,Tak Bai,TH9602,Narathiwat,TH96,Thailand,TH,0.246146,0.001725
Na Nang,TH430508,Phon Phisai,TH4305,Nong Khai,TH43,Thailand,TH,0.726608,0.011053
Na Nat,TH480510,That Phanom,TH4805,Nakhon Phanom,TH48,Thailand,TH,0.249896,0.002281
Na Ngam,TH401707,Mancha Khiri,TH4017,Khon Kaen,TH40,Thailand,TH,0.627822,0.010174
Na Ngam,TH451002,Selaphum,TH4510,Roi Et,TH45,Thailand,TH,0.860117,0.008124
Na Ngam,TH480604,Renu Nakhon,TH4806,Nakhon Phanom,TH48,Thailand,TH,0.317634,0.003389
Na Ngio,TH401903,Khao Suan Kwang,TH4019,Khon Kaen,TH40,Thailand,TH,0.562707,0.007009
Na Ngio,TH430804,Sangkhom,TH4308,Nong Khai,TH43,Thailand,TH,0.601248,0.011507
Na Ngua,TH411801,Nam Som,TH4118,Udon Thani,TH41,Thailand,TH,0.368836,0.004312
Na Ngua,TH480408,Ban Phaeng,TH4804,Nakhon Phanom,TH48,Thailand,TH,0.290095,0.002706
Na Ngua,TH480902,Na Wa,TH4809,Nakhon Phanom,TH48,Thailand,TH,0.769198,0.008866
Na Ngua,TH670106,Mueang Phetchabun,TH6701,Phetchabun,TH67,Thailand,TH,0.446458,0.006596
Na Noi,TH550401,Na Noi,TH5504,Nan,TH55,Thailand,TH,0.38747,0.004582
Na Nok Kok,TH530803,Laplae,TH5308,Uttaradit,TH53,Thailand,TH,0.430757,0.005664
Na Nong Phai,TH320202,Chumphon Buri,TH3202,Surin,TH32,Thailand,TH,0.540588,0.007629
Na Nong Thum,TH361203,Kaeng Khro,TH3612,Chaiyaphum,TH36,Thailand,TH,0.595724,0.011421
Na Nong Thum,TH400503,Chum Phae,TH4005,Khon Kaen,TH40,Thailand,TH,0.748929,0.013304
Na Not,TH930114,Mueang Phatthalung,TH9301,Phatthalung,TH93,Thailand,TH,0.369215,0.002794
Na Nuan,TH320804,Sanom,TH3208,Surin,TH32,Thailand,TH,0.250191,0.00276
Na Nuan,TH450612,Phanom Phrai,TH4506,Roi Et,TH45,Thailand,TH,0.22844,0.002595
Na Nuea,TH810503,Ao Luek,TH8105,Krabi,TH81,Thailand,TH,0.428686,0.005987
Na O,TH420103,Mueang Loei,TH4201,Loei,TH42,Thailand,TH,0.351703,0.003334
Na Pa,TH200107,Mueang Chon Buri,TH2001,Chon Buri,TH20,Thailand,TH,0.265829,0.001954
Na Pa,TH670111,Mueang Phetchabun,TH6701,Phetchabun,TH67,Thailand,TH,0.705386,0.011442
Na Pa Saeng,TH370307,Pathum Ratchawongsa,TH3703,Amnat Charoen,TH37,Thailand,TH,0.462515,0.005897
Na Pakho,TH930902,Bang Kaeo,TH9309,Phatthalung,TH93,Thailand,TH,0.347775,0.006892
Na Pang,TH551402,Phu Phiang,TH5514,Nan,TH55,Thailand,TH,0.187049,0.001202
Na Phaeng,TH402204,Khok Pho Chai,TH4022,Khon Kaen,TH40,Thailand,TH,0.372395,0.004451
Na Phala,TH920104,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.144831,0.000588
Na Phan Sam,TH760104,Mueang Phetchaburi,TH7601,Phetchaburi,TH76,Thailand,TH,0.195533,0.001773
Na Phaya,TH860405,Lang Suan,TH8604,Chumphon,TH86,Thailand,TH,0.348953,0.005099
Na Phiang,TH400509,Chum Phae,TH4005,Khon Kaen,TH40,Thailand,TH,0.347134,0.002877
Na Phiang,TH470203,Kusuman,TH4702,Sakon Nakhon,TH47,Thailand,TH,0.592365,0.008527
Na Phin,TH341108,Trakan Phuet Phon,TH3411,Ubon Ratchathani,TH34,Thailand,TH,0.248262,0.001943
Na Pho,TH311301,Na Pho,TH3113,Buri Ram,TH31,Thailand,TH,0.367009,0.003665
Na Pho,TH341004,Buntharik,TH3410,Ubon Ratchathani,TH34,Thailand,TH,0.420516,0.006129
Na Pho,TH341906,Phibun Mangsahan,TH3419,Ubon Ratchathani,TH34,Thailand,TH,0.762706,0.008354
Na Pho,TH441202,Kut Rang,TH4412,Maha Sarakham,TH44,Thailand,TH,0.56374,0.008525
Na Pho,TH450105,Mueang Roi Et,TH4501,Roi Et,TH45,Thailand,TH,0.230409,0.002282
Na Pho,TH470202,Kusuman,TH4702,Sakon Nakhon,TH47,Thailand,TH,0.569673,0.008832
Na Pho,TH800912,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.305888,0.00316
Na Pho,TH860701,Sawi,TH8607,Chumphon,TH86,Thailand,TH,0.354884,0.003222
Na Pho Klang,TH340303,Khong Chiam,TH3403,Ubon Ratchathani,TH34,Thailand,TH,0.723867,0.019247
Na Phralan,TH191306,Chaloem Phra Kiat,TH1913,Saraburi,TH19,Thailand,TH,0.349143,0.0052
Na Phrathat,TH200602,Phanat Nikhom,TH2006,Chon Buri,TH20,Thailand,TH,0.164093,0.001147
Na Phru,TH802001,Phra Phrom,TH8020,Nakhon Si Thammarat,TH80,Thailand,TH,0.224627,0.001804
Na Phu,TH411903,Phen,TH4119,Udon Thani,TH41,Thailand,TH,0.436337,0.005114
Na Phu,TH441102,Yang Sisurat,TH4411,Maha Sarakham,TH44,Thailand,TH,0.280691,0.002533
Na Phue,TH370108,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.319208,0.003264
Na Phueng,TH420603,Na Haeo,TH4206,Loei,TH42,Thailand,TH,0.58068,0.01009
Na Phun,TH540704,Wang Chin,TH5407,Phrae,TH54,Thailand,TH,1.153788,0.030357
Na Pong,TH420108,Mueang Loei,TH4201,Loei,TH42,Thailand,TH,0.529008,0.009353
Na Pong,TH520806,Thoen,TH5208,Lampang,TH52,Thailand,TH,0.579724,0.013172
Na Pradu,TH940206,Khok Pho,TH9402,Pattani,TH94,Thailand,TH,0.241972,0.003161
Na Pradu,TH200508,Phan Thong,TH2005,Chon Buri,TH20,Thailand,TH,0.260043,0.001105
Na Prang,TH560606,Pong,TH5606,Phayao,TH56,Thailand,TH,0.477111,0.00808
Na Pu Pom,TH580704,Pang Mapha,TH5807,Mae Hong Son,TH58,Thailand,TH,1.01918,0.03005
Na Rai Luang,TH551301,Song Khwae,TH5513,Nan,TH55,Thailand,TH,0.654151,0.016153
Na Rat Khwai,TH480104,Mueang Nakhon Phanom,TH4801,Nakhon Phanom,TH48,Thailand,TH,0.335486,0.003103
Na Reng,TH802104,Nopphitam,TH8021,Nakhon Si Thammarat,TH80,Thailand,TH,0.65084,0.009647
Na Riang,TH800205,Phrom Khiri,TH8002,Nakhon Si Thammarat,TH80,Thailand,TH,0.283029,0.002068
Na Roek,TH200605,Phanat Nikhom,TH2006,Chon Buri,TH20,Thailand,TH,0.311218,0.002257
Na Rueang,TH342903,Na Yia,TH3429,Ubon Ratchathani,TH34,Thailand,TH,0.540539,0.004621
Na Rung,TH320913,Sikhoraphum,TH3209,Surin,TH32,Thailand,TH,0.279029,0.002526
Na Sa-At,TH412005,Sang Khom,TH4120,Udon Thani,TH41,Thailand,TH,0.243359,0.002056
Na Sabaeng,TH380704,Si Wilai,TH3807,Bueng Kan,TH38,Thailand,TH,0.56049,0.006422
Na Saeng,TH451004,Selaphum,TH4510,Roi Et,TH45,Thailand,TH,0.204633,0.002595
Na Saeng,TH670406,Lom Kao,TH6704,Phetchabun,TH67,Thailand,TH,0.220474,0.001415
Na Saeng,TH380703,Si Wilai,TH3807,Bueng Kan,TH38,Thailand,TH,0.457585,0.005495
Na Saeng,TH520307,Ko Kha,TH5203,Lampang,TH52,Thailand,TH,0.681091,0.012089
Na Sai,TH412302,Phibun Rak,TH4123,Udon Thani,TH41,Thailand,TH,0.444518,0.005584
Na Sai,TH480103,Mueang Nakhon Phanom,TH4801,Nakhon Phanom,TH48,Thailand,TH,0.366282,0.003388
Na Sai,TH510403,Li,TH5104,Lamphun,TH51,Thailand,TH,0.645287,0.016891
Na Sai,TH800108,Mueang Nakhon Si Thammarat,TH8001,Nakhon Si Thammarat,TH80,Thailand,TH,0.283344,0.001901
Na Sak,TH520202,Mae Mo,TH5202,Lampang,TH52,Thailand,TH,0.715748,0.013814
Na Sak,TH860709,Sawi,TH8607,Chumphon,TH86,Thailand,TH,0.724152,0.012703
Na Sam,TH670402,Lom Kao,TH6704,Phetchabun,TH67,Thailand,TH,0.424946,0.007044
Na Samai,TH341109,Trakan Phuet Phon,TH3411,Ubon Ratchathani,TH34,Thailand,TH,0.477606,0.005288
Na Samai,TH350111,Mueang Yasothon,TH3501,Yasothon,TH35,Thailand,TH,0.294142,0.003373
Na Sameng,TH490306,Don Tan,TH4903,Mukdahan,TH49,Thailand,TH,0.408098,0.006258
Na San,TH802002,Phra Phrom,TH8020,Nakhon Si Thammarat,TH80,Thailand,TH,0.337584,0.002537
Na San,TH841201,Ban Na San,TH8412,Surat Thani,TH84,Thailand,TH,0.345349,0.004583
Na Sanun,TH670604,Si Thep,TH6706,Phetchabun,TH67,Thailand,TH,0.871573,0.014232
Na Sao,TH550107,Mueang Nan,TH5501,Nan,TH55,Thailand,TH,0.415748,0.002493
Na Sao,TH420303,Chiang Khan,TH4203,Loei,TH42,Thailand,TH,0.46066,0.007232
Na Saton,TH801602,Hua Sai,TH8016,Nakhon Si Thammarat,TH80,Thailand,TH,0.463904,0.00193
Na Sawan,TH380107,Mueang Bueng Kan,TH3801,Bueng Kan,TH38,Thailand,TH,0.658192,0.006707
Na Si,TH390501,Suwannakhuha,TH3905,Nong Bua Lam Phu,TH39,Thailand,TH,0.565562,0.005671
Na Si Nuan,TH440405,Kantharawichai,TH4404,Maha Sarakham,TH44,Thailand,TH,0.391141,0.005496
Na Si Nuan,TH490108,Mueang Mukdahan,TH4901,Mukdahan,TH49,Thailand,TH,0.457105,0.006877
Na Si Nuan,TH440805,Phayakkhaphum Phisai,TH4408,Maha Sarakham,TH44,Thailand,TH,0.344124,0.002717
Na Siao,TH360109,Mueang Chaiyaphum,TH3601,Chaiyaphum,TH36,Thailand,TH,0.542053,0.011646
Na Sing,TH380705,Si Wilai,TH3807,Bueng Kan,TH38,Thailand,TH,0.392734,0.005587
Na So,TH350304,Kut Chum,TH3503,Yasothon,TH35,Thailand,TH,0.294998,0.002595
Na So,TH470809,Wanon Niwat,TH4708,Sakon Nakhon,TH47,Thailand,TH,0.622317,0.007321
Na Sok,TH490107,Mueang Mukdahan,TH4901,Mukdahan,TH49,Thailand,TH,0.686736,0.01354
Na Som,TH160410,Chai Badan,TH1604,Lop Buri,TH16,Thailand,TH,0.465773,0.003077
Na Suan,TH710401,Si Sawat,TH7104,Kanchanaburi,TH71,Thailand,TH,1.841237,0.055918
Na Suang,TH340702,Det Udom,TH3407,Ubon Ratchathani,TH34,Thailand,TH,0.350847,0.003137
Na Ta Khwan,TH210108,Mueang Rayong,TH2101,Rayong,TH21,Thailand,TH,0.324737,0.003115
Na Ta Luang,TH920117,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.20738,0.001368
Na Tae,TH370119,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.371558,0.003955
Na Tae,TH470903,Kham Ta Kla,TH4709,Sakon Nakhon,TH47,Thailand,TH,0.561458,0.008333
Na Tai,TH841304,Ban Na Doem,TH8413,Surat Thani,TH84,Thailand,TH,0.372991,0.003911
Na Tan,TH343001,Na Tan,TH3430,Ubon Ratchathani,TH34,Thailand,TH,0.412744,0.004718
Na Tan,TH461105,Tha Khantho,TH4611,Kalasin,TH46,Thailand,TH,0.686685,0.006951
Na Tan,TH471403,Tao Ngoi,TH4714,Sakon Nakhon,TH47,Thailand,TH,0.363084,0.004685
Na Tham,TH950110,Mueang Yala,TH9501,Yala,TH95,Thailand,TH,0.101442,0.000538
Na Tham Nuea,TH920119,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.396259,0.005992
Na Tham Tai,TH920120,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.414764,0.003096
Na Than,TH461007,Kham Muang,TH4610,Kalasin,TH46,Thailand,TH,0.793213,0.01447
Na Thanung,TH551001,Na Muen,TH5510,Nan,TH55,Thailand,TH,1.09742,0.032481
Na Thap,TH900306,Chana,TH9003,Songkhla,TH90,Thailand,TH,0.337416,0.003793
Na Thap Hai,TH431602,Rattanawapi,TH4316,Nong Khai,TH43,Thailand,TH,0.461015,0.006288
Na Thawi,TH900401,Na Thawi,TH9004,Songkhla,TH90,Thailand,TH,0.679509,0.010398
Na Thom,TH410704,Thung Fon,TH4107,Udon Thani,TH41,Thailand,TH,0.330049,0.00216
Na Thom,TH481101,Na Thom,TH4811,Nakhon Phanom,TH48,Thailand,TH,0.605374,0.008774
Na Thom,TH930106,Mueang Phatthalung,TH9301,Phatthalung,TH93,Thailand,TH,0.171714,0.000911
Na Thon,TH480505,That Phanom,TH4805,Nakhon Phanom,TH48,Thailand,TH,0.301592,0.003386
Na Thon,TH910602,Thung Wa,TH9106,Satun,TH91,Thailand,TH,0.536253,0.008164
Na Thong,TH440507,Chiang Yuen,TH4405,Maha Sarakham,TH44,Thailand,TH,0.211548,0.001576
Na Thung,TH640707,Sawankhalok,TH6407,Sukhothai,TH64,Thailand,TH,0.358295,0.005297
Na Thung,TH860105,Mueang Chumphon,TH8601,Chumphon,TH86,Thailand,TH,0.348555,0.001495
Na To Ming,TH920113,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.305674,0.002547
Na Toei,TH820802,Thai Mueang,TH8208,Phangnga,TH82,Thailand,TH,0.368308,0.005488
Na Tong Watthana,TH471703,Phon Na Kaeo,TH4717,Sakon Nakhon,TH47,Thailand,TH,0.402382,0.006186
Na Udom,TH450703,Phon Thong,TH4507,Roi Et,TH45,Thailand,TH,0.295324,0.003097
Na Udom,TH490205,Nikhom Kham Soi,TH4902,Mukdahan,TH49,Thailand,TH,0.424858,0.008049
Na Wa,TH370303,Pathum Ratchawongsa,TH3703,Amnat Charoen,TH37,Thailand,TH,0.445693,0.005157
Na Wa,TH401607,Phu Wiang,TH4016,Khon Kaen,TH40,Thailand,TH,0.480789,0.011684
Na Wa,TH480901,Na Wa,TH4809,Nakhon Phanom,TH48,Thailand,TH,0.910813,0.007143
Na Wa,TH900305,Chana,TH9003,Songkhla,TH90,Thailand,TH,0.411302,0.00642
Na Wae,TH800404,Chawang,TH8004,Nakhon Si Thammarat,TH80,Thailand,TH,0.387445,0.003147
Na Waeng,TH340508,Khemarat,TH3405,Ubon Ratchathani,TH34,Thailand,TH,0.469698,0.006628
Na Wang,TH370110,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.339389,0.002882
Na Wang Hin,TH200617,Phanat Nikhom,TH2006,Chon Buri,TH20,Thailand,TH,0.322805,0.003015
Na Wiang,TH350204,Sai Mun,TH3502,Yasothon,TH35,Thailand,TH,0.259609,0.002718
Na Wiang,TH370504,Senangkhanikhom,TH3705,Amnat Charoen,TH37,Thailand,TH,0.394396,0.004861
Na Wong,TH920616,Huai Yot,TH9206,Trang,TH92,Thailand,TH,0.413235,0.003324
Na Wung,TH760114,Mueang Phetchaburi,TH7601,Phetchaburi,TH76,Thailand,TH,0.121338,0.000617
Na Yai,TH451103,Suwannaphum,TH4511,Roi Et,TH45,Thailand,TH,0.321387,0.005313
Na Yai Am,TH220901,Na Yai Am,TH2209,Chanthaburi,TH22,Thailand,TH,0.483352,0.006497
Na Yang,TH521104,Sop Prap,TH5211,Lampang,TH52,Thailand,TH,0.590696,0.013361
Na Yang,TH530711,Phichai,TH5307,Uttaradit,TH53,Thailand,TH,0.594365,0.015148
Na Yang,TH760403,Cha-Am,TH7604,Phetchaburi,TH76,Thailand,TH,0.225618,0.002114
Na Yang Klak,TH360903,Thep Sathit,TH3609,Chaiyaphum,TH36,Thailand,TH,0.816947,0.021279
Na Yao,TH190904,Phra Phutthabat,TH1909,Saraburi,TH19,Thailand,TH,0.219334,0.002089
Na Yia,TH342901,Na Yia,TH3429,Ubon Ratchathani,TH34,Thailand,TH,0.882481,0.008767
Na Yom,TH370118,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.381614,0.003466
Na Yom,TH670112,Mueang Phetchabun,TH6701,Phetchabun,TH67,Thailand,TH,1.15092,0.024752
Na Yong Nuea,TH920801,Na Yong,TH9208,Trang,TH92,Thailand,TH,0.161743,0.000932
Na Yong Tai,TH920108,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.153829,0.000629
Na Yung,TH410906,Si That,TH4109,Udon Thani,TH41,Thailand,TH,0.361493,0.005087
Na Yung,TH412201,Na Yung,TH4122,Udon Thani,TH41,Thailand,TH,0.4054,0.006897
Naeng Mut,TH320606,Kap Choeng,TH3206,Surin,TH32,Thailand,TH,0.515939,0.009296
Nai Khlong Bang Pla Kot,TH110505,Phra Samut Chedi,TH1105,Samut Prakan,TH11,Thailand,TH,0.222292,0.002085
Nai Khuan,TH920304,Yan Ta Khao,TH9203,Trang,TH92,Thailand,TH,0.500111,0.004711
Nai Mueang,TH180101,Mueang Chai Nat,TH1801,Chai Nat,TH18,Thailand,TH,0.054157,0.000114
Nai Mueang,TH300101,Mueang Nakhon Ratchasima,TH3001,Nakhon Ratchasima,TH30,Thailand,TH,0.333356,0.0031
Nai Mueang,TH301501,Phimai,TH3015,Nakhon Ratchasima,TH30,Thailand,TH,0.515026,0.00424
Nai Mueang,TH310101,Mueang Buri Ram,TH3101,Buri Ram,TH31,Thailand,TH,0.099571,0.00049
Nai Mueang,TH320101,Mueang Surin,TH3201,Surin,TH32,Thailand,TH,0.143682,0.000895
Nai Mueang,TH340101,Mueang Ubon Ratchathani,TH3401,Ubon Ratchathani,TH34,Thailand,TH,0.280614,0.002032
Nai Mueang,TH350101,Mueang Yasothon,TH3501,Yasothon,TH35,Thailand,TH,0.168318,0.000809
Nai Mueang,TH360101,Mueang Chaiyaphum,TH3601,Chaiyaphum,TH36,Thailand,TH,0.245817,0.002583
Nai Mueang,TH400101,Mueang Khon Kaen,TH4001,Khon Kaen,TH40,Thailand,TH,0.271345,0.004029
Nai Mueang,TH401002,Ban Phai,TH4010,Khon Kaen,TH40,Thailand,TH,0.507048,0.005844
Nai Mueang,TH402901,Wiang Kao,TH4029,Khon Kaen,TH40,Thailand,TH,0.686858,0.014456
Nai Mueang,TH430101,Mueang Nong Khai,TH4301,Nong Khai,TH43,Thailand,TH,0.112511,0.000403
Nai Mueang,TH450101,Mueang Roi Et,TH4501,Roi Et,TH45,Thailand,TH,0.236994,0.000947
Nai Mueang,TH480101,Mueang Nakhon Phanom,TH4801,Nakhon Phanom,TH48,Thailand,TH,0.169033,0.00103
Nai Mueang,TH510101,Mueang Lamphun,TH5101,Lamphun,TH51,Thailand,TH,0.112571,0.00042
Nai Mueang,TH530701,Phichai,TH5307,Uttaradit,TH53,Thailand,TH,0.285608,0.002972
Nai Mueang,TH620101,Mueang Kamphaeng Phet,TH6201,Kamphaeng Phet,TH62,Thailand,TH,0.214448,0.001471
Nai Mueang,TH640702,Sawankhalok,TH6407,Sukhothai,TH64,Thailand,TH,0.419105,0.004983
Nai Mueang,TH650101,Mueang Phitsanulok,TH6501,Phitsanulok,TH65,Thailand,TH,0.262129,0.001597
Nai Mueang,TH660101,Mueang Phichit,TH6601,Phichit,TH66,Thailand,TH,0.187548,0.000882
Nai Mueang,TH670101,Mueang Phetchabun,TH6701,Phetchabun,TH67,Thailand,TH,0.174766,0.000686
Nai Mueang,TH800101,Mueang Nakhon Si Thammarat,TH8001,Nakhon Si Thammarat,TH80,Thailand,TH,0.129048,0.00064
Nai Tao,TH920619,Huai Yot,TH9206,Trang,TH92,Thailand,TH,0.409816,0.003558
Nai Wiang,TH540101,Mueang Phrae,TH5401,Phrae,TH54,Thailand,TH,0.093354,0.000507
Nai Wiang,TH550101,Mueang Nan,TH5501,Nan,TH55,Thailand,TH,0.114099,0.000492
